-20.789968,	-0.112264,	10.000000,
-20.296822,	-0.198929,	10.000000,
-19.818289,	-0.346277,	10.000000,
-19.361807,	-0.552020,	10.000000,
-18.934471,	-0.812959,	10.000000,
-18.542921,	-1.125039,	10.000000,
-18.182489,	-1.494684,	10.000000,
-17.850122,	-1.868222,	10.000000,
-17.517754,	-2.241761,	10.000000,
-17.185385,	-2.615300,	10.000000,
-16.853016,	-2.988839,	10.000000,
-16.520649,	-3.362378,	10.000000,
-16.188280,	-3.735917,	10.000000,
-15.855911,	-4.109456,	10.000000,
-15.523542,	-4.482994,	10.000000,
-15.191174,	-4.856533,	10.000000,
-14.858770,	-5.230113,	10.000000,
-14.507362,	-5.623121,	10.000000,
-14.158145,	-6.004350,	10.000000,
-13.817595,	-6.361333,	10.000000,
-13.444826,	-6.731280,	10.000000,
-13.036152,	-7.109190,	10.000000,
-12.658542,	-7.432379,	10.000000,
-12.269305,	-7.741469,	10.000000,
-11.868972,	-8.036043,	10.000000,
-11.458078,	-8.315704,	10.000000,
-11.037186,	-8.580072,	10.000000,
-10.606859,	-8.828792,	10.000000,
-10.167683,	-9.061526,	10.000000,
-9.720247,	-9.277959,	10.000000,
-9.265160,	-9.477800,	10.000000,
-8.803034,	-9.660778,	10.000000,
-8.334494,	-9.826646,	10.000000,
-7.860174,	-9.975180,	10.000000,
-7.380714,	-10.106178,	10.000000,
-6.896764,	-10.219465,	10.000000,
-6.408977,	-10.314888,	10.000000,
-5.918013,	-10.392316,	10.000000,
-5.424532,	-10.451645,	10.000000,
-4.929266,	-10.492791,	10.000000,
-4.379671,	-10.517685,	10.000000,
-3.861362,	-10.523731,	10.000000,
-3.316324,	-10.515445,	10.000000,
-2.811790,	-10.498284,	10.000000,
-2.304559,	-10.475981,	10.000000,
-1.800794,	-10.435484,	10.000000,
-1.299774,	-10.369177,	10.000000,
-0.802817,	-10.277237,	10.000000,
-0.311236,	-10.159904,	10.000000,
0.173672,	-10.017488,	10.000000,
0.650630,	-9.850367,	10.000000,
1.118379,	-9.658979,	10.000000,
1.575685,	-9.443830,	10.000000,
2.021343,	-9.205488,	10.000000,
2.454178,	-8.944580,	10.000000,
2.873046,	-8.661796,	10.000000,
3.276845,	-8.357880,	10.000000,
3.664508,	-8.033634,	10.000000,
4.035014,	-7.689913,	10.000000,
4.387386,	-7.327625,	10.000000,
4.720693,	-6.947724,	10.000000,
5.034057,	-6.551212,	10.000000,
5.326652,	-6.139136,	10.000000,
5.597705,	-5.712582,	10.000000,
5.846501,	-5.272676,	10.000000,
6.072387,	-4.820575,	10.000000,
6.274763,	-4.357474,	10.000000,
6.453098,	-3.884595,	10.000000,
6.606921,	-3.403183,	10.000000,
6.735826,	-2.914510,	10.000000,
6.839472,	-2.419863,	10.000000,
6.917588,	-1.920547,	10.000000,
6.969967,	-1.417880,	10.000000,
6.996470,	-0.913186,	10.000000,
7.000000,	-0.406078,	10.000000,
7.000000,	0.093922,	10.000000,
7.000000,	0.593922,	10.000000,
7.000000,	1.093922,	10.000000,
7.000000,	1.593922,	10.000000,
7.000000,	2.093922,	10.000000,
7.000000,	2.593922,	10.000000,
7.000001,	3.099863,	10.000000,
7.000242,	3.595087,	10.000000,
7.001672,	4.132801,	10.000000,
7.004887,	4.669280,	10.000000,
7.009903,	5.205745,	10.000000,
7.016749,	5.742190,	10.000000,
7.025397,	6.278609,	10.000000,
7.035853,	6.816226,	10.000000,
7.046559,	7.311335,	10.000000,
7.057609,	7.811076,	10.000000,
7.068662,	8.310955,	10.000000,
7.079715,	8.810832,	10.000000,
7.090769,	9.310710,	10.000000,
7.099870,	9.871298,	10.000000,
7.085714,	10.394368,	10.000000,
7.063159,	10.883951,	10.000000,
7.025695,	11.377060,	10.000000,
6.960715,	11.920201,	10.000000,
6.867311,	12.465876,	10.000000,
6.746255,	13.006089,	10.000000,
6.597863,	13.539440,	10.000000,
6.422517,	14.064548,	10.000000,
6.220672,	14.580051,	10.000000,
5.992852,	15.084614,	10.000000,
5.739648,	15.576927,	10.000000,
5.461715,	16.055716,	10.000000,
5.159774,	16.519737,	10.000000,
4.840848,	16.959892,	10.000000,
4.497299,	17.392630,	10.000000,
4.158451,	17.794790,	10.000000,
3.831040,	18.176815,	10.000000,
3.505645,	18.556444,	10.000000,
3.180249,	18.936071,	10.000000,
2.854853,	19.315701,	10.000000,
2.531042,	19.696749,	10.000000,
2.227407,	20.098951,	10.000000,
1.954332,	20.522497,	10.000000,
1.713312,	20.965069,	10.000000,
1.505664,	21.424246,	10.000000,
1.332526,	21.897518,	10.000000,
1.194844,	22.382290,	10.000000,
1.093372,	22.875914,	10.000000,
1.028666,	23.375689,	10.000000,
1.001078,	23.878878,	10.000000,
1.009880,	24.387489,	10.000000,
1.071212,	24.877634,	10.000000,
1.187872,	25.357626,	10.000000,
1.358350,	25.821243,	10.000000,
1.580432,	26.262470,	10.000000,
1.851240,	26.675589,	10.000000,
2.167261,	27.055237,	10.000000,
2.524398,	27.396492,	10.000000,
2.922140,	27.726360,	10.000000,
3.328357,	28.045673,	10.000000,
3.742900,	28.324091,	10.000000,
4.196476,	28.562716,	10.000000,
4.673375,	28.750433,	10.000000,
5.167907,	28.885006,	10.000000,
5.674168,	28.964828,	10.000000,
6.173573,	28.993938,	10.000000,
6.674944,	28.999834,	10.000000,
7.166244,	29.000000,	10.000000,
7.666244,	29.000000,	10.000000,
8.166245,	29.000000,	10.000000,
8.666245,	29.000000,	10.000000,
9.166245,	29.000000,	10.000000,
9.666245,	29.000000,	10.000000,
10.166245,	29.000000,	10.000000,
10.666245,	29.000000,	10.000000,
11.166245,	29.000000,	10.000000,
11.666245,	29.000000,	10.000000,
12.166245,	29.000000,	10.000000,
12.666245,	29.000000,	10.000000,
13.196706,	29.000000,	10.000000,
13.696706,	29.000000,	10.000000,
14.232332,	29.006086,	10.000000,
14.794142,	29.040136,	10.000000,
15.353344,	29.104029,	10.000000,
15.908355,	29.197584,	10.000000,
16.457603,	29.320532,	10.000000,
16.999531,	29.472527,	10.000000,
17.532608,	29.653135,	10.000000,
18.055317,	29.861853,	10.000000,
18.566187,	30.098080,	10.000000,
19.062326,	30.360346,	10.000000,
19.499861,	30.614506,	10.000000,
19.946878,	30.907961,	10.000000,
20.375910,	31.227139,	10.000000,
20.785475,	31.570938,	10.000000,
21.174164,	31.938171,	10.000000,
21.540640,	32.327579,	10.000000,
21.883638,	32.737812,	10.000000,
22.201979,	33.167469,	10.000000,
22.494560,	33.615055,	10.000000,
22.760380,	34.079041,	10.000000,
23.009649,	34.573223,	10.000000,
23.231960,	35.055511,	10.000000,
23.425943,	35.542221,	10.000000,
23.592407,	36.039169,	10.000000,
23.730778,	36.544659,	10.000000,
23.840618,	37.057106,	10.000000,
23.921585,	37.574902,	10.000000,
23.973423,	38.096420,	10.000000,
23.995972,	38.588360,	10.000000,
24.000000,	39.080036,	10.000000,
24.000000,	39.580036,	10.000000,
24.000000,	40.099998,	10.000000,
24.000000,	40.599998,	10.000000,
24.000000,	41.099998,	10.000000,
24.000000,	41.599998,	10.000000,
24.000000,	42.099998,	10.000000,
24.000000,	42.599998,	10.000000,
24.000000,	43.099998,	10.000000,
24.000000,	43.599998,	10.000000,
24.000000,	44.099998,	10.000000,
24.000000,	44.599998,	10.000000,
24.000000,	45.099998,	10.000000,
24.000000,	45.599998,	10.000000,
24.000000,	46.099998,	10.000000,
24.000000,	46.599998,	10.000000,
24.000000,	47.099998,	10.000000,
24.000000,	47.599998,	10.000000,
24.000000,	48.099998,	10.000000,
24.000000,	48.599998,	10.000000,
24.000000,	49.099998,	10.000000,
24.000000,	49.599998,	10.000000,
24.000000,	50.099998,	10.000000,
24.000000,	50.599998,	10.000000,
24.000000,	51.099998,	10.000000,
24.000000,	51.599998,	10.000000,
24.000000,	52.099998,	10.000000,
24.000000,	52.599998,	10.000000,
24.000000,	53.099998,	10.000000,
24.000000,	53.599998,	10.000000,
24.000000,	54.099998,	10.000000,
24.000000,	54.599998,	10.000000,
24.000000,	55.099998,	10.000000,
24.000000,	55.599998,	10.000000,
24.000000,	56.099998,	10.000000,
24.000000,	56.599998,	10.000000,
24.000000,	57.099998,	10.000000,
24.000000,	57.599998,	10.000000,
24.000000,	58.099998,	10.000000,
24.000000,	58.599998,	10.000000,
24.000000,	59.099998,	10.000000,
24.000000,	59.599998,	10.000000,
24.000000,	60.099998,	10.000000,
24.000000,	60.599998,	10.000000,
24.000000,	61.099998,	10.000000,
24.000000,	61.599998,	10.000000,
24.000000,	62.099998,	9.999433,
24.000000,	62.599998,	9.997366,
24.000000,	63.099998,	9.993789,
24.000000,	63.599998,	9.989560,
24.000000,	64.099998,	9.989207,
24.000000,	64.599998,	9.993389,
24.000000,	65.099998,	10.002015,
24.000000,	65.599998,	10.012093,
24.000000,	66.099998,	10.022171,
24.000000,	66.599998,	10.032248,
24.000000,	67.099998,	10.042326,
24.000000,	67.599998,	10.052403,
24.000000,	68.099998,	10.062481,
24.000000,	68.599998,	10.072558,
24.000000,	69.099998,	10.082636,
24.000000,	69.599998,	10.092713,
24.000000,	70.099998,	10.102791,
24.000000,	70.599998,	10.112868,
24.000000,	71.099998,	10.122946,
24.000553,	71.609528,	10.134031,
24.017784,	72.120338,	10.148140,
24.059109,	72.629761,	10.162249,
24.124426,	73.136665,	10.176356,
24.213596,	73.639931,	10.189790,
24.326418,	74.138420,	10.200219,
24.462641,	74.631027,	10.207447,
24.621962,	75.116661,	10.213870,
24.804028,	75.594238,	10.222745,
25.008425,	76.062675,	10.234092,
25.243961,	76.543640,	10.246061,
25.467567,	76.990860,	10.255285,
25.691175,	77.438072,	10.264509,
25.914782,	77.885284,	10.273733,
26.138388,	78.332497,	10.282957,
26.361996,	78.779709,	10.292181,
26.585602,	79.226921,	10.301405,
26.809208,	79.674141,	10.310629,
27.032816,	80.121353,	10.319853,
27.256422,	80.568565,	10.329077,
27.480028,	81.015778,	10.338301,
27.703636,	81.462990,	10.347525,
27.927242,	81.910210,	10.356749,
28.150848,	82.357422,	10.365973,
28.374456,	82.804634,	10.375196,
28.598063,	83.251846,	10.384420,
28.821671,	83.699059,	10.393644,
29.045277,	84.146278,	10.402868,
29.268883,	84.593491,	10.412092,
29.492491,	85.040703,	10.421316,
29.716097,	85.487915,	10.430540,
29.939705,	85.935127,	10.439764,
30.163311,	86.382339,	10.448988,
30.386917,	86.829552,	10.458213,
30.610523,	87.276772,	10.467437,
30.834131,	87.723984,	10.476661,
31.057737,	88.171196,	10.485885,
31.281345,	88.618408,	10.495109,
31.508286,	89.072861,	10.504333,
31.745436,	89.554359,	10.513556,
31.964632,	90.013283,	10.521858,
32.185715,	90.498024,	10.530159,
32.379799,	90.949699,	10.537539,
32.564201,	91.408112,	10.544918,
32.737774,	91.870743,	10.552297,
32.900410,	92.337326,	10.559676,
33.052021,	92.807610,	10.567056,
33.192524,	93.281326,	10.574434,
33.321842,	93.758217,	10.581814,
33.439903,	94.238022,	10.589193,
33.546646,	94.720474,	10.596572,
33.642002,	95.205299,	10.603951,
33.725925,	95.692238,	10.611330,
33.798367,	96.181015,	10.618710,
33.859291,	96.671364,	10.626089,
33.908657,	97.163010,	10.633468,
33.946442,	97.655678,	10.640847,
33.975006,	98.204147,	10.649149,
33.990810,	98.729752,	10.657451,
33.997883,	99.231361,	10.665752,
33.999935,	99.760391,	10.674976,
34.000000,	100.300003,	10.684867,
34.000000,	100.800003,	10.694091,
34.000000,	101.300003,	10.703315,
34.000000,	101.800003,	10.712539,
34.000000,	102.300003,	10.721763,
34.000000,	102.800003,	10.730987,
34.000000,	103.300003,	10.740211,
34.000000,	103.800003,	10.749395,
34.000000,	104.300003,	10.758120,
34.000000,	104.800003,	10.766271,
34.000000,	105.300003,	10.773848,
34.000000,	105.800003,	10.780850,
34.000000,	106.300003,	10.787280,
34.000000,	106.800003,	10.793137,
34.000000,	107.300003,	10.798419,
34.000000,	107.800003,	10.803127,
34.000000,	108.300003,	10.807262,
33.999802,	108.822098,	10.810824,
33.987263,	109.326546,	10.812976,
33.955235,	109.830139,	10.814846,
33.903767,	110.332115,	10.816436,
33.832935,	110.831726,	10.817744,
33.742847,	111.328224,	10.818771,
33.633636,	111.820869,	10.819517,
33.505466,	112.308929,	10.819983,
33.358528,	112.791679,	10.820167,
33.193043,	113.268372,	10.820069,
33.009254,	113.738327,	10.819691,
32.807446,	114.200821,	10.819032,
32.587906,	114.655167,	10.818091,
32.350971,	115.100685,	10.816870,
32.096992,	115.536728,	10.815368,
31.826351,	115.962616,	10.813583,
31.539454,	116.377731,	10.811519,
31.236725,	116.781441,	10.809174,
30.918617,	117.173149,	10.806546,
30.585609,	117.552277,	10.803686,
30.238197,	117.918243,	10.800801,
29.865963,	118.290894,	10.797713,
29.512409,	118.644447,	10.796823,
29.158857,	118.998001,	10.798131,
28.805304,	119.351555,	10.801637,
28.451750,	119.705109,	10.807343,
28.098196,	120.058655,	10.815246,
27.729248,	120.426697,	10.825348,
27.337273,	120.806389,	10.836320,
26.930599,	121.176498,	10.847568,
26.524645,	121.516220,	10.858564,
26.093555,	121.843872,	10.870638,
25.647278,	122.150528,	10.883788,
25.186834,	122.435463,	10.898016,
24.713282,	122.698036,	10.913321,
24.227703,	122.937637,	10.929705,
23.731213,	123.153725,	10.947165,
23.224949,	123.345802,	10.965702,
22.710072,	123.513428,	10.985316,
22.187761,	123.656212,	11.006009,
21.659214,	123.773842,	11.027778,
21.125645,	123.866035,	11.050625,
20.588274,	123.932587,	11.074549,
20.070633,	123.972763,	11.099550,
19.534836,	123.993652,	11.129442,
19.004538,	123.999756,	11.164752,
18.493259,	124.000000,	11.206075,
17.993259,	124.000000,	11.249597,
17.493259,	124.000000,	11.295316,
16.993259,	124.000000,	11.342330,
16.493259,	124.000000,	11.389354,
15.993258,	124.000000,	11.436378,
15.493258,	124.000000,	11.483400,
14.993258,	124.000000,	11.530424,
14.493259,	124.000000,	11.577448,
13.993259,	124.000000,	11.624472,
13.493259,	124.000000,	11.671494,
12.993259,	124.000000,	11.718518,
12.493259,	124.000000,	11.765542,
11.993259,	124.000000,	11.812566,
11.493259,	124.000000,	11.859589,
10.993259,	124.000000,	11.906612,
10.493258,	124.000000,	11.953636,
10.000000,	124.000000,	12.000000,
9.500000,	124.000000,	12.047024,
9.000000,	124.000000,	12.094048,
8.500000,	124.000000,	12.141070,
8.000000,	124.000000,	12.188094,
7.500000,	124.000000,	12.235118,
7.000000,	124.000000,	12.282142,
6.500000,	124.000000,	12.329165,
6.000000,	124.000000,	12.376188,
5.500000,	124.000000,	12.423212,
5.000000,	124.000000,	12.470236,
4.500000,	124.000000,	12.517259,
4.000000,	124.000000,	12.564282,
3.500000,	124.000000,	12.611306,
3.000000,	124.000000,	12.658330,
2.500000,	124.000000,	12.705353,
2.000000,	124.000000,	12.748961,
1.500000,	124.000000,	12.785845,
0.961658,	123.996819,	12.813291,
0.457482,	123.975922,	12.830871,
-0.045508,	123.935555,	12.845156,
-0.546564,	123.875778,	12.856145,
-1.044934,	123.796684,	12.863839,
-1.539875,	123.698372,	12.868238,
-2.030646,	123.581024,	12.869342,
-2.516516,	123.444778,	12.867150,
-2.996755,	123.289864,	12.861663,
-3.470650,	123.116501,	12.852880,
-3.937489,	122.924957,	12.840803,
-4.396576,	122.715508,	12.825430,
-4.847225,	122.488472,	12.808192,
-5.288762,	122.244194,	12.791018,
-5.720529,	121.983025,	12.774255,
-6.141876,	121.705360,	12.757946,
-6.552179,	121.411621,	12.742091,
-6.950822,	121.102249,	12.726692,
-7.337210,	120.777702,	12.711747,
-7.710763,	120.438454,	12.697257,
-8.078757,	120.078102,	12.681253,
-8.432311,	119.724548,	12.662084,
-8.785864,	119.370995,	12.643842,
-9.139418,	119.017441,	12.626529,
-9.492970,	118.663887,	12.610143,
-9.846524,	118.310333,	12.594685,
-10.200078,	117.956779,	12.580154,
-10.553631,	117.603226,	12.566552,
-10.907185,	117.249672,	12.553878,
-11.260737,	116.896118,	12.542130,
-11.614291,	116.542564,	12.531312,
-11.998433,	116.157829,	12.521421,
-12.387342,	115.725922,	12.516824,
-12.739180,	115.263306,	12.512458,
-13.051529,	114.773163,	12.508325,
-13.322249,	114.258865,	12.504422,
-13.549483,	113.723915,	12.500752,
-13.731673,	113.172012,	12.497315,
-13.867568,	112.606911,	12.494109,
-13.956237,	112.032516,	12.491136,
-13.997070,	111.452744,	12.488394,
-14.000000,	110.937195,	12.484489,
-14.000000,	110.437195,	12.480444,
-14.000000,	109.937195,	12.477325,
-14.000000,	109.437195,	12.475136,
-14.000000,	108.937195,	12.473874,
-14.000000,	108.437195,	12.473523,
-14.000000,	107.937195,	12.473478,
-14.000000,	107.437195,	12.473433,
-14.000000,	106.937195,	12.473387,
-14.000000,	106.437195,	12.473342,
-14.000000,	105.937195,	12.473296,
-14.000000,	105.437195,	12.473251,
-14.000000,	104.900002,	12.473202,
-14.000000,	104.400002,	12.473157,
-14.000000,	103.900002,	12.473111,
-14.001245,	103.380722,	12.473062,
-14.010697,	102.888985,	12.473007,
-14.042658,	102.371056,	12.472939,
-14.104488,	101.872688,	12.472871,
-14.197047,	101.379089,	12.472803,
-14.319977,	100.892174,	12.472734,
-14.472807,	100.413803,	12.472150,
-14.654953,	99.945801,	12.469752,
-14.869315,	99.482307,	12.465478,
-15.109842,	99.020889,	12.460257,
-15.355456,	98.571938,	12.454739,
-15.594557,	98.138519,	12.448847,
-15.850316,	97.684135,	12.440676,
-16.120874,	97.242409,	12.428775,
-16.409321,	96.839043,	12.414012,
-16.727562,	96.458748,	12.397116,
-17.073755,	96.103706,	12.378085,
-17.445910,	95.775978,	12.356921,
-17.841869,	95.477448,	12.333622,
-18.274935,	95.197075,	12.309897,
-18.721201,	94.931313,	12.290490,
-19.164684,	94.678650,	12.269422,
-19.602573,	94.457146,	12.246430,
-20.051445,	94.258835,	12.223087,
-20.510071,	94.084259,	12.199391,
-20.977198,	93.933899,	12.175343,
-21.451542,	93.808174,	12.150943,
-21.931814,	93.707413,	12.126190,
-22.416698,	93.631897,	12.101086,
-22.904867,	93.581833,	12.075629,
-23.394983,	93.557358,	12.049820,
-23.900019,	93.554718,	12.027418,
-24.400019,	93.554718,	12.008552,
-24.900019,	93.554718,	11.989507,
-25.400019,	93.554718,	11.970281,
-25.900019,	93.554718,	11.950875,
-26.400019,	93.554718,	11.931293,
-26.900019,	93.554718,	11.911643,
-27.400019,	93.554718,	11.891994,
-27.900019,	93.554718,	11.872344,
-28.400019,	93.554718,	11.852695,
-28.900019,	93.554718,	11.833045,
-29.400019,	93.554718,	11.813396,
-29.900019,	93.554718,	11.793746,
-30.400000,	93.554718,	11.774021,
-30.900000,	93.554718,	11.754007,
-31.400000,	93.554718,	11.733714,
-31.900000,	93.554718,	11.713141,
-32.400002,	93.554718,	11.692288,
-32.900002,	93.554718,	11.671156,
-33.400002,	93.554718,	11.649744,
-33.900002,	93.554718,	11.628052,
-34.400002,	93.554718,	11.606079,
-34.900002,	93.554718,	11.583827,
-35.400002,	93.554718,	11.561296,
-35.900002,	93.554718,	11.538484,
-36.400002,	93.554718,	11.515392,
-36.900002,	93.554718,	11.492022,
-37.400002,	93.554718,	11.468370,
-37.900002,	93.554718,	11.444439,
-38.400002,	93.554718,	11.420228,
-38.900002,	93.554718,	11.395738,
-39.400002,	93.554718,	11.370967,
-39.900002,	93.554718,	11.345917,
-40.400002,	93.554718,	11.320587,
-40.900002,	93.554718,	11.294977,
-41.400002,	93.554718,	11.269088,
-41.900002,	93.554718,	11.242918,
-42.400002,	93.554718,	11.216469,
-42.900002,	93.554718,	11.189739,
-43.400002,	93.554718,	11.162730,
-43.900002,	93.554718,	11.135441,
-44.400002,	93.554718,	11.107872,
-44.900002,	93.554718,	11.080024,
-45.400002,	93.554718,	11.051895,
-45.900002,	93.554718,	11.023487,
-46.400002,	93.554718,	10.994800,
-46.900002,	93.554718,	10.965832,
-47.400002,	93.554718,	10.936584,
-47.900002,	93.554718,	10.907056,
-48.400002,	93.554718,	10.877249,
-48.900002,	93.554718,	10.847161,
-49.400002,	93.554718,	10.816794,
-49.900002,	93.554718,	10.786148,
-50.400002,	93.554718,	10.755221,
-50.900002,	93.554718,	10.724014,
-51.400002,	93.554718,	10.692529,
-51.900002,	93.554718,	10.660762,
-52.400002,	93.554718,	10.628716,
-52.900002,	93.554718,	10.596391,
-53.400002,	93.554718,	10.563792,
-53.900002,	93.554718,	10.531278,
-54.400002,	93.554718,	10.500538,
-54.900002,	93.554718,	10.471976,
-55.400002,	93.554718,	10.445593,
-55.900002,	93.554718,	10.421387,
-56.400002,	93.554718,	10.399359,
-56.900002,	93.554718,	10.379509,
-57.400002,	93.554718,	10.361837,
-57.900002,	93.554718,	10.346343,
-58.400002,	93.554718,	10.333027,
-58.900002,	93.554718,	10.321889,
-59.400002,	93.554718,	10.312929,
-59.900002,	93.554718,	10.306148,
-60.400002,	93.554718,	10.301543,
-60.900002,	93.554718,	10.298634,
-61.400002,	93.554718,	10.295846,
-61.900002,	93.554718,	10.293057,
-62.400002,	93.554718,	10.290269,
-62.900002,	93.554718,	10.287480,
-63.400002,	93.554718,	10.284693,
-63.900002,	93.554718,	10.281904,
-64.400002,	93.554718,	10.279116,
-64.900002,	93.554718,	10.276327,
-65.400002,	93.554718,	10.273539,
-65.900002,	93.554718,	10.270751,
-66.400002,	93.554718,	10.267962,
-66.900002,	93.554718,	10.265174,
-67.400002,	93.554718,	10.262385,
-67.900002,	93.554718,	10.259598,
-68.400002,	93.554718,	10.256809,
-68.900002,	93.554718,	10.254021,
-69.400002,	93.554718,	10.251232,
-69.900002,	93.554718,	10.248445,
-70.400002,	93.554718,	10.245656,
-70.900002,	93.554718,	10.242867,
-71.400002,	93.554718,	10.240079,
-71.900002,	93.554718,	10.237290,
-72.400002,	93.554718,	10.234503,
-72.917770,	93.554741,	10.231584,
-73.449173,	93.560059,	10.228237,
-73.980408,	93.574478,	10.224892,
-74.511322,	93.598007,	10.221545,
-75.041756,	93.630615,	10.218200,
-75.571548,	93.672325,	10.214853,
-76.100548,	93.723114,	10.211507,
-76.607895,	93.779755,	10.208440,
-77.104645,	93.836700,	10.205652,
-77.601395,	93.893646,	10.202864,
-78.098137,	93.950592,	10.200075,
-78.594887,	94.007545,	10.197287,
-79.091629,	94.064491,	10.194498,
-79.588379,	94.121437,	10.191710,
-80.085121,	94.178383,	10.188922,
-80.581871,	94.235329,	10.186133,
-81.078613,	94.292282,	10.183345,
-81.569801,	94.348770,	10.180557,
-82.087952,	94.410477,	10.177489,
-82.581863,	94.474312,	10.174422,
-83.092567,	94.549080,	10.171077,
-83.612190,	94.638832,	10.167452,
-84.114929,	94.742973,	10.163827,
-84.613808,	94.864227,	10.160202,
-85.108269,	95.002434,	10.156577,
-85.597710,	95.157440,	10.152952,
-86.081589,	95.329063,	10.149327,
-86.559319,	95.517105,	10.145702,
-87.030357,	95.721336,	10.142078,
-87.494148,	95.941536,	10.138453,
-87.950150,	96.177437,	10.134829,
-88.397835,	96.428772,	10.131204,
-88.836670,	96.695236,	10.127579,
-89.266159,	96.976524,	10.123954,
-89.693687,	97.277580,	10.120329,
-90.103615,	97.583084,	10.116983,
-90.493950,	97.885078,	10.113916,
-90.899567,	98.206169,	10.110848,
-91.282928,	98.512833,	10.108061,
-91.673149,	98.825447,	10.105272,
-92.100250,	99.156662,	10.103042,
-92.500191,	99.443695,	10.101089,
-92.910088,	99.716331,	10.099138,
-93.329422,	99.974205,	10.097186,
-93.757668,	100.217003,	10.095234,
-94.194267,	100.444412,	10.093283,
-94.638687,	100.656151,	10.091331,
-95.090355,	100.851944,	10.089378,
-95.548706,	101.031555,	10.087427,
-96.013153,	101.194740,	10.085558,
-96.483116,	101.341309,	10.084225,
-96.957985,	101.471062,	10.083497,
-97.437172,	101.583855,	10.083373,
-97.920067,	101.679520,	10.083854,
-98.406067,	101.757957,	10.084940,
-98.894539,	101.819054,	10.086630,
-99.384880,	101.862732,	10.088924,
-99.876457,	101.888947,	10.091824,
-100.368668,	101.897659,	10.095327,
-100.860870,	101.888855,	10.099436,
-101.352455,	101.862549,	10.104149,
-101.842781,	101.818787,	10.109467,
-102.331245,	101.757591,	10.115389,
-102.817223,	101.679070,	10.121916,
-103.300102,	101.583313,	10.129047,
-103.779274,	101.470444,	10.136784,
-104.254120,	101.340599,	10.145123,
-104.724052,	101.193947,	10.154069,
-105.188469,	101.030670,	10.163619,
-105.646782,	100.850983,	10.173773,
-106.098419,	100.655106,	10.184532,
-106.542801,	100.443283,	10.195895,
-107.004486,	100.210739,	10.213178,
-107.447380,	99.983559,	10.227892,
-107.907684,	99.723907,	10.241415,
-108.355942,	99.443985,	10.255543,
-108.791275,	99.144333,	10.270274,
-109.212791,	98.825562,	10.285611,
-109.619667,	98.488297,	10.301552,
-110.011093,	98.133217,	10.318098,
-110.386284,	97.761032,	10.335248,
-110.744499,	97.372475,	10.352742,
-111.085022,	96.968315,	10.369963,
-111.407173,	96.549370,	10.386831,
-111.710304,	96.116470,	10.403349,
-111.993820,	95.670471,	10.419515,
-112.257156,	95.212265,	10.435329,
-112.499786,	94.742775,	10.450792,
-112.721230,	94.262924,	10.465903,
-112.921043,	93.773666,	10.480662,
-113.098831,	93.275978,	10.495070,
-113.254227,	92.770866,	10.509128,
-113.386940,	92.259308,	10.522832,
-113.496696,	91.742348,	10.536185,
-113.583267,	91.221008,	10.549188,
-113.646507,	90.696327,	10.561837,
-113.686264,	90.169334,	10.574136,
